HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_05359,2,Q9H334 O15409 Q8IVH2,FOXP1 FOXP2 FOXP4
HuMAP2_05360,5,Q7L0Y3 Q9NS37 O00534 Q96FN5 O75564,TRMT10C CREBZF VWA5A KIF12 JRK
HuMAP2_05361,1,Q15904 O75787,ATP6AP1 ATP6AP2
HuMAP2_05362,1,Q6P1K8 SPECIAL_unaccounted_gene,GTF2H2C;GTF2H2C_2 GTF2H2C
HuMAP2_05363,4,Q96JS3 Q6P3X8,PGBD1 PGBD2
HuMAP2_05364,4,Q14011 Q9BQ61,CIRBP TRIR
HuMAP2_05365,4,Q8WVV9 Q92747 Q9BPX5 Q9P1U1 O15143 Q8WUH1 P61764 O15511 P61158 O15145 Q9H6T0 P59998 O15144 P61160 O15119 Q9Y2L1 O77932,HNRNPLL ARPC1A ARPC5L ACTR3B ARPC1B CHURC1 STXBP1 ARPC5 ACTR3 ARPC3 ESRP2 ARPC4 ARPC2 ACTR2 TBX3 DIS3 DXO
HuMAP2_05366,5,Q9H903 P13995 Q9BSH5,MTHFD2L MTHFD2 HDHD3
HuMAP2_05367,2,P78346 O95707,RPP30 POP4
HuMAP2_05368,5,O94875 Q9NQ48 P80723 P21333,SORBS2 LZTFL1 BASP1 FLNA
HuMAP2_05369,5,P48594 P09382 P21291 Q9UNW9 P07858 Q9HAB8 Q16836,SERPINB4 LGALS1 CSRP1 NOVA2 CTSB PPCS HADH
HuMAP2_05370,5,Q8N612 Q05DH4 Q9UJC3 Q86VS8 Q9H8T0 Q96ED9 Q13506 Q15742,FHIP1B FHIP1A HOOK1 HOOK3 AKTIP HOOK2 NAB1 NAB2
HuMAP2_05371,2,Q9H6R0 Q9P275,DHX33 USP36
HuMAP2_05372,5,P56211 Q14166,ARPP19 TTLL12
HuMAP2_05373,4,Q96JC4 O75437,ZNF479 ZNF254
HuMAP2_05374,5,Q5VUG0 Q96GD3 P35227 Q9HC52 Q8IXK0 O00257 P35226 P78364 O95931 Q8NDX5 Q14781,SFMBT2 SCMH1 PCGF2 CBX8 PHC2 CBX4 BMI1 PHC1 CBX7 PHC3 CBX2
HuMAP2_05375,5,P15531 Q13907 P00918,NME1 IDI1 CA2
HuMAP2_05376,4,O43464 P55211 Q96P09 P98170,HTRA2 CASP9 BIRC8 XIAP
HuMAP2_05377,5,O60927 Q14CS0 Q96GI7 Q969W3,PPP1R11 UBXN2B FAM89A VCF1
HuMAP2_05378,1,Q9NYK5 Q9BYD6,MRPL39 MRPL1
HuMAP2_05379,5,Q8N6G6 Q6Y288 Q99661 O95428 Q5FBB7 P27918,ADAMTSL1 B3GLCT KIF2C PAPLN SGO1 CFP
HuMAP2_05380,4,Q8IXV7 Q02318 O14530 A6NHL2 P57775 O14737 Q9H2J4 P40227 Q92526 Q99832 P50991 P48643 P50990 P17987 P49368 P78371,KLHDC8B CYP27A1 TXNDC9 TUBAL3 FBXW4 PDCD5 PDCL3 CCT6A CCT6B CCT7 CCT4 CCT5 CCT8 TCP1 CCT3 CCT2
HuMAP2_05381,5,Q96EY5 P18075 A3KMH1,MVB12A BMP7 VWA8
HuMAP2_05382,5,Q7Z6I8 Q7RTN6 Q96EP1 Q8N9I9,C5orf24 STRADA CHFR DTX3
HuMAP2_05383,5,Q9NX62 Q96NT3 Q13635,BPNT2 GUCD1 PTCH1
HuMAP2_05384,3,P63272 Q7KZ85 O00267,SUPT4H1 SUPT6H SUPT5H
HuMAP2_05385,5,Q9BUL5 Q7Z614 Q9H9V9 P53701,PHF23 SNX20 JMJD4 HCCS
HuMAP2_05386,5,P39060 Q5VSG8 Q9HAT2,COL18A1 MANEAL SIAE
HuMAP2_05387,2,O75832 O00231 O00487 Q9UNM6 O00232 P43686 P51665 P62195 P55036 Q13200 P35998 P48556 O00233 Q9BRP4 P17980 Q16186 P62191 Q15008 O43242 Q9Y5K5 P62333 Q99460 Q16401,PSMD10 PSMD11 PSMD14 PSMD13 PSMD12 PSMC4 PSMD7 PSMC5 PSMD4 PSMD2 PSMC2 PSMD8 PSMD9 PAAF1 PSMC3 ADRM1 PSMC1 PSMD6 PSMD3 UCHL5 PSMC6 PSMD1 PSMD5
HuMAP2_05388,4,Q86VU5 Q96RU2 O00458,COMTD1 USP28 IFRD1
HuMAP2_05389,2,Q9NVL8 P02774 Q9BYX7,CCDC198 GC POTEKP
HuMAP2_05390,5,A6NHR9 Q5T3J3,SMCHD1 LRIF1
HuMAP2_05391,2,Q9P2K6 Q13618,KLHL42 CUL3
HuMAP2_05392,4,O94842 Q96NM4 O94900,TOX4 TOX2 TOX
HuMAP2_05393,2,P42025 Q9NZ32 P47755 P61163 O00399 Q9UJW0 Q14203 O75935 Q13561 Q9BTE1,ACTR1B ACTR10 CAPZA2 ACTR1A DCTN6 DCTN4 DCTN1 DCTN3 DCTN2 DCTN5
HuMAP2_05394,5,A1L390 Q96SB3 Q9HC78 P27482 P0DP24 P26583 Q8N3V7,PLEKHG3 PPP1R9B ZBTB20 CALML3 CALM2 HMGB2 SYNPO
HuMAP2_05395,4,P84077 Q9NZJ6 P18085 P40616 P84085,ARF1 COQ3 ARF4 ARL1 ARF5
HuMAP2_05396,5,Q6NT55 P25774 P14316,CYP4F22 CTSS IRF2
HuMAP2_05397,5,Q9NRN7 Q9H469 Q6UWN0 Q5R3I4 Q15843 Q12907 Q6YP21 Q9BY32 P35557,AASDHPPT FBXL15 LYPD4 TTC38 NEDD8 LMAN2 KYAT3 ITPA GCK
HuMAP2_05398,5,Q9BRZ2 P61457 P62633,TRIM56 PCBD1 CNBP
HuMAP2_05399,2,Q12926 Q14576 Q15717,ELAVL2 ELAVL3 ELAVL1
HuMAP2_05400,4,Q14151 O94913 Q92989,SAFB2 PCF11 CLP1
HuMAP2_05401,2,Q9HB20 P42357,PLEKHA3 HAL
HuMAP2_05402,5,O43521 Q8IUC4 Q9BU70 Q07820,BCL2L11 RHPN2 TRMO MCL1
HuMAP2_05403,3,Q8NCQ5 Q9NQE9,FBXO15 HINT3
HuMAP2_05404,4,P43356 O95670 P15313 Q96A05 Q8NEY4 Q8NI08,MAGEA2;MAGEA2B ATP6V1G2 ATP6V1B1 ATP6V1E2 ATP6V1C2 NCOA7
HuMAP2_05405,4,Q9NSP4 Q9H3R5,CENPM CENPH
HuMAP2_05406,4,Q9P2K2 Q8IWF2 Q5T4B2 Q92820,TXNDC16 FOXRED2 CERCAM GGH
HuMAP2_05407,4,Q86XM0 Q96BZ9 P50747,CATSPERD TBC1D20 HLCS
HuMAP2_05408,1,Q9Y651 P48431,SOX21 SOX2
HuMAP2_05409,2,Q15833 Q8N4C7,STXBP2 STX19
HuMAP2_05410,5,Q8IWE4 Q96Q27,DCUN1D3 ASB2
HuMAP2_05411,5,Q9UL59 Q6ZW76 Q68DC2 Q86SG6,ZNF214 ANKS3 ANKS6 NEK8
HuMAP2_05412,5,Q9Y2K7 Q6NT52 A6NKQ9,KDM2A CGB2 CGB1
HuMAP2_05413,4,Q8IWK6 O75886 Q8WZA0 Q5TDH0 Q92783 O14964,ADGRA3 STAM2 LZIC DDI2 STAM HGS
HuMAP2_05414,3,P12236 Q00325 P22695 Q99623 P49411,SLC25A6 SLC25A3 UQCRC2 PHB2 TUFM
HuMAP2_05415,5,Q96B77 O95870 P51172 Q6ZXV5 Q8WXA8 P17302,TMEM186 ABHD16A SCNN1D TMTC3 HTR3C GJA1
HuMAP2_05416,4,Q9UGJ1 Q96RT7 Q9BSJ2 Q96CW5 Q96RT8 Q9NRH3 Q6P582 Q6NZ67 Q8NHV4 P23258 Q08AG7 Q9Y5B8,TUBGCP4 TUBGCP6 TUBGCP2 TUBGCP3 TUBGCP5 TUBG2 MZT2A MZT2B NEDD1 TUBG1 MZT1 NME7
HuMAP2_05417,4,P24534 Q05639 P26640 P26641 P29692 O95156 O60841 P49589 Q9H974 Q86UP2,EEF1B2 EEF1A2 VARS1 EEF1G EEF1D NXPH2 EIF5B CARS1 QTRT2 KTN1
HuMAP2_05418,4,Q969M1 Q9NS69 O96008,TOMM40L TOMM22 TOMM40
HuMAP2_05419,5,Q9Y6D5 Q8IXV7 Q9NV06 Q99832,ARFGEF2 KLHDC8B DCAF13 CCT7
HuMAP2_05420,4,P06899 P02671,H2BC11 FGA
HuMAP2_05421,4,O95502 P11686,NPTXR SFTPC
HuMAP2_05422,2,Q15004 P12004 P39748,PCLAF PCNA FEN1
HuMAP2_05423,4,P12694 P21953 Q8N3J5 P11182,BCKDHA BCKDHB PPM1K DBT
HuMAP2_05424,5,Q6PJG9 Q86TB9 P01871,LRFN4 PATL1 IGHM
HuMAP2_05425,5,Q9UGR2 Q9NSV4 Q8IWR0 Q8ND24 Q9UL59 Q6ZVH7 P21709 Q70CQ2 Q96Q15 Q9H0W8 P53804 Q8ND04,ZC3H7B DIAPH3 ZC3H7A RNF214 ZNF214 ESPNL EPHA1 USP34 SMG1 SMG9 TTC3 SMG8
HuMAP2_05426,2,O15460 P07237 P27797,P4HA2 P4HB CALR
HuMAP2_05427,4,Q5F1R6 Q8IV38 Q15185 Q86Y79 Q15293,DNAJC21 ANKMY2 PTGES3 PTRH1 RCN1
HuMAP2_05428,5,Q9BZK7 Q6UB99 O75145 O15379 Q9Y618 O60907 Q9BQ87 O75376 Q13227,TBL1XR1 ANKRD11 PPFIA3 HDAC3 NCOR2 TBL1X TBL1Y NCOR1 GPS2
HuMAP2_05429,1,P49790 Q9UKX7,NUP153 NUP50
HuMAP2_05430,5,Q8N370 O76082 O75387 Q8NC44 O60779 Q9BRX8 P98198 Q9UQ53 O43759 Q96RQ1 Q9H6H4 Q8TCT6 Q9GZM5 Q5BKT4 O95427,SLC43A2 SLC22A5 SLC43A1 RETREG2 SLC19A2 PRXL2A ATP8B2 MGAT4B SYNGR1 ERGIC2 REEP4 SPPL3 YIPF3 ALG10 PIGN
HuMAP2_05431,1,O15143 P61160,ARPC1B ACTR2
HuMAP2_05432,4,P29400 P25067 P20908 P02458,COL4A5 COL8A2 COL5A1 COL2A1
HuMAP2_05433,5,Q96EY4 Q8IWS0,TMA16 PHF6
HuMAP2_05434,5,Q9P2G3 Q53HC5 Q9UF56 Q9NXS3 Q9Y573,KLHL14 KLHL26 FBXL17 KLHL28 IPP
HuMAP2_05435,5,Q8N8A2 O15084 Q8NB46 Q9UPN7 Q5H9R7 O75170 O15091 O00743 Q14694,ANKRD44 ANKRD28 ANKRD52 PPP6R1 PPP6R3 PPP6R2 PRORP PPP6C USP10
HuMAP2_05436,4,Q6FI81 Q9UHB4,CIAPIN1 NDOR1
HuMAP2_05437,4,Q6P3S6 P51157,FBXO42 RAB28
HuMAP2_05438,5,Q96K21 Q9Y2B5 O75351 Q9UN37,ZFYVE19 VPS9D1 VPS4B VPS4A
HuMAP2_05439,3,Q99848 Q5SSJ5 O76021 Q8TDN6 O75683 Q9NW13 Q9GZR7 O60832 Q9H7B2 Q9BYG3 O95478 Q15050 Q9BRT6,EBNA1BP2 HP1BP3 RSL1D1 BRIX1 SURF6 RBM28 DDX24 DKC1 RPF2 NIFK NSA2 RRS1 LLPH
HuMAP2_05440,4,A0AV96 Q8TBY0 Q9BQ04 Q9NY65 Q9NQ94,RBM47 RBM46 RBM4B TUBA8 A1CF
HuMAP2_05441,5,P30086 O60522 Q96NL6 Q2M2Z5,PEBP1 TDRD6 SCLT1 KIZ
HuMAP2_05442,5,Q8IZ69 O00178 O43663 P50990,TRMT2A GTPBP1 PRC1 CCT8
HuMAP2_05443,5,Q15424 Q14676 P11387,SAFB MDC1 TOP1
HuMAP2_05444,5,Q9BS91 P62745,SLC35A5 RHOB
HuMAP2_05445,2,Q8ND24 Q96Q15,RNF214 SMG1
HuMAP2_05446,4,Q9NRP4 Q9NX18 Q9UPQ7 Q5VUM1 P31040,SDHAF3 SDHAF2 PDZRN3 SDHAF4 SDHA
HuMAP2_05447,2,Q9UET6 Q9NNW5,FTSJ1 WDR6
HuMAP2_05448,5,Q9BWU0 Q5MIZ7 Q6IN85 Q9NY27 Q92620 P60510 P57052 Q9NXH9,SLC4A1AP PPP4R3B PPP4R3A PPP4R2 DHX38 PPP4C RBM11 TRMT1
HuMAP2_05449,3,Q8IWZ3 P09067 P09017,ANKHD1 HOXB5 HOXC4
HuMAP2_05450,4,Q8IWZ8 Q9BRG1 Q86VN1 Q96H20,SUGP1 VPS25 VPS36 SNF8
HuMAP2_05451,4,Q96KN3 Q96KN2 A5A3E0 O60663,PKNOX2 CNDP1 POTEF LMX1B
HuMAP2_05452,4,Q9BZK7 Q6UB99 O15379 Q9Y618 O60907 Q9BQ87 O75376 Q13227,TBL1XR1 ANKRD11 HDAC3 NCOR2 TBL1X TBL1Y NCOR1 GPS2
HuMAP2_05453,4,Q92609 Q4G0F5 O75436 Q86XE0 Q9UBQ0 Q96QK1 O60749 Q9Y5X3 Q9UNH7 Q13596,TBC1D5 VPS26B VPS26A SNX32 VPS29 VPS35 SNX2 SNX5 SNX6 SNX1
HuMAP2_05454,4,Q9P2K6 P23919 P22061 A8MPS7 Q969G6,KLHL42 DTYMK PCMT1 YDJC RFK
HuMAP2_05455,5,Q8J025 P08246 Q9HC84 Q659A1 P08311 P05164,APCDD1 ELANE MUC5B ICE2 CTSG MPO
HuMAP2_05456,2,Q9UNE7 P34932,STUB1 HSPA4
HuMAP2_05457,3,Q13158 Q9NZH6,FADD IL37
HuMAP2_05458,4,Q13477 Q5BJF2 A6NFQ2,MADCAM1 TMEM97 TCAF2
HuMAP2_05459,5,Q8N6R0 Q9UBE0 P48506,METTL13 SAE1 GCLC
HuMAP2_05460,5,Q6NUQ4 Q9NRX5 Q86V24 P00395 P07307 Q8NHS3,TMEM214 SERINC1 ADIPOR2 MT-CO1 ASGR2 MFSD8
HuMAP2_05461,4,Q8TBZ0 Q13410,CCDC110 BTN1A1
HuMAP2_05462,4,Q15349 Q15418 P51812 O75147 Q8IVT2,RPS6KA2 RPS6KA1 RPS6KA3 OBSL1 MISP
HuMAP2_05463,5,O00505 O00629,KPNA3 KPNA4
HuMAP2_05464,5,Q08174 Q9UBS8,PCDH1 RNF14
HuMAP2_05465,5,Q9NQG6 P21397,MIEF1 MAOA
HuMAP2_05466,2,Q99742 P27540,NPAS1 ARNT
HuMAP2_05467,5,Q9NY47 P12110 Q15262 Q92729,CACNA2D2 COL6A2 PTPRK PTPRU
HuMAP2_05468,1,P62312 O95777 Q9Y333 P62310,LSM6 LSM8 LSM2 LSM3
HuMAP2_05469,4,Q15036 Q6ZWK4,SNX17 RHEX
HuMAP2_05470,5,Q9H1K4 Q9H936 O60830 Q96A33 Q8N5D0,SLC25A18 SLC25A22 TIMM17B CCDC47 WDTC1
HuMAP2_05471,5,Q9H2A2 Q01955 Q8N0X4 Q15811 P21549 P17050 O75600 P04040,ALDH8A1 COL4A3 CLYBL ITSN1 AGXT NAGA GCAT CAT
HuMAP2_05472,4,Q9H9L4 Q7Z3B3 Q9BVI0 Q96EZ8 Q9NX74,KANSL2 KANSL1 PHF20 MCRS1 DUS2
HuMAP2_05473,3,P21283 Q9C0K7 Q9H9S4 Q9Y376,ATP6V1C1 STRADB CAB39L CAB39
HuMAP2_05474,4,Q9BX40 Q02383 P04279 O60356,LSM14B SEMG2 SEMG1 NUPR1
HuMAP2_05475,3,Q96NY9 Q96AY2,MUS81 EME1
HuMAP2_05476,2,P16989 P05455,YBX3 SSB
HuMAP2_05477,5,Q8ND30 O95721 P29373 Q13114 Q9UID3 Q96JG6 Q8N1B4 Q5VIR6 Q9P1Q0 Q53HC9 O43323,PPFIBP2 SNAP29 CRABP2 TRAF3 VPS51 VPS50 VPS52 VPS53 VPS54 EIPR1 DHH
HuMAP2_05478,4,P38606 Q9UI12 Q15369 O43765,ATP6V1A ATP6V1H ELOC SGTA
HuMAP2_05479,4,Q92565 Q12955 O00533 Q01484 Q05932,RAPGEF5 ANK3 CHL1 ANK2 FPGS
HuMAP2_05480,4,P21796 Q9NZ45,VDAC1 CISD1
HuMAP2_05481,3,Q5VSL9 Q14BN4 Q9NRL3 Q13033 Q9Y3A3 O43815,STRIP1 SLMAP STRN4 STRN3 MOB4 STRN
HuMAP2_05482,5,Q96CX6 Q16881 Q9P299 Q16878,LRRC58 TXNRD1 COPZ2 CDO1
HuMAP2_05483,5,A6NI28 Q92625 Q9ULK0 Q68CZ2 Q9H4E7,ARHGAP42 ANKS1A GRID1 TNS3 DEF6
HuMAP2_05484,4,Q9NTZ6 P30084 Q9BV20 P18206,RBM12 ECHS1 MRI1 VCL
HuMAP2_05485,5,Q8WWZ1 Q9Y2H0 Q96DB5 P61604 Q14914 Q9NZL9 P15090 Q9UMX2 P11926 Q15493,IL1F10 DLGAP4 RMDN1 HSPE1 PTGR1 MAT2B FABP4 OAZ3 ODC1 RGN
HuMAP2_05486,2,P07197 Q16352,NEFM INA
HuMAP2_05487,4,Q96KE9 Q9Y2F9,BTBD6 BTBD3
HuMAP2_05488,5,Q9HD34 Q9Y697 Q49AH0 Q96SL4 O14976,LYRM4 NFS1 CDNF GPX7 GAK
HuMAP2_05489,5,P40616 P18085,ARL1 ARF4
HuMAP2_05490,3,P54577 P27695,YARS1 APEX1
HuMAP2_05491,4,Q8IZ13 Q8IUI8,FAM200C CRLF3
HuMAP2_05492,3,Q96LI9 P49639,CXorf58 HOXA1
HuMAP2_05493,2,P10412 P07305,H1-4 H1-0
HuMAP2_05494,2,Q13555 Q13554 Q9UQM7 Q13557,CAMK2G CAMK2B CAMK2A CAMK2D
HuMAP2_05495,5,Q5JZY3 P52803 P29322 Q15375 P29320,EPHA10 EFNA5 EPHA8 EPHA7 EPHA3
HuMAP2_05496,5,Q92565 Q01484 P16157 O00533,RAPGEF5 ANK2 ANK1 CHL1
HuMAP2_05497,4,Q86VK4 Q9NWL6 O75677 O75678 O75679,ZNF410 ASNSD1 RFPL1 RFPL2 RFPL3
HuMAP2_05498,5,Q8IZQ5 P31260 Q9Y4X5,SELENOH HOXA10 ARIH1
HuMAP2_05499,5,P04745 Q14627 Q9UBI4 Q9BSJ5 O94919 Q63HK5 P55851,SPECIALin_UniProt_but_no_gene IL13RA2 STOML1 MTNAP1 ENDOD1 TSHZ3 UCP2
HuMAP2_05500,2,Q6A162 Q9UKX2,KRT40 MYH2
HuMAP2_05501,4,P16615 Q15758 P48651 A0FGR8 P28288,ATP2A2 SLC1A5 PTDSS1 ESYT2 ABCD3
HuMAP2_05502,4,Q5SZD1 Q14149,C6orf141 MORC3
HuMAP2_05503,5,P03928 P00846 P56381 P30049 P59536 Q9NX36 P56385 P18859 O75964 P24539 P48047 O75947 Q8TCT9 Q9H3S5,MT-ATP8 MT-ATP6 ATP5F1E ATP5F1D TAS2R41 DNAJC28 ATP5ME ATP5PF ATP5MG ATP5PB ATP5PO ATP5PD HM13 PIGM
HuMAP2_05504,2,O43464 P55211 Q96P09,HTRA2 CASP9 BIRC8
HuMAP2_05505,5,Q24JP5 Q14CB8 Q86T24 Q9UI95 O94985 P15260 Q8IUL8 Q8N8U9 Q86V20 Q01523,TMEM132A ARHGAP19 ZBTB33 MAD2L2 CLSTN1 IFNGR1 CILP2 BMPER SHLD2 DEFA5
HuMAP2_05506,3,Q15643 O60645,TRIP11 EXOC3
HuMAP2_05507,5,Q6PIW4 Q06609 Q9H910 Q14565,FIGNL1 RAD51 JPT2 DMC1
HuMAP2_05508,3,Q9UI09 O75380,NDUFA12 NDUFS6
HuMAP2_05509,4,Q8NAT1 Q5T8I9 Q9UDY8 Q96RU8 Q9BY49,POMGNT2 HENMT1 MALT1 TRIB1 PECR
HuMAP2_05510,5,Q13163 Q99759 Q9Y2U5 Q6Q0C0 Q13164 Q86W28,MAP2K5 MAP3K3 MAP3K2 TRAF7 MAPK7 NLRP8
HuMAP2_05511,3,Q16825 Q9BYG5 Q8TEW0,PTPN21 PARD6B PARD3
HuMAP2_05512,4,Q9Y2G0 P24071,EFR3B FCAR
HuMAP2_05513,4,O43174 Q9BQ31 Q92953 Q9UBS9,CYP26A1 KCNS3 KCNB2 SUCO
HuMAP2_05514,5,Q99622 A6XGL0 Q6IPR1 Q8TDX5 Q15382 P38117 Q8IW45,C12orf57 YJEFN3 ETFRF1 ACMSD RHEB ETFB NAXD
HuMAP2_05515,5,Q02040 Q9BW71 Q9NWB6 Q8IX18 Q9H0G5 Q9P1Y6 Q86U06 Q9UK58 Q6NYC1 Q9HAZ1,AKAP17A HIRIP3 ARGLU1 DHX40 NSRP1 PHRF1 RBM23 CCNL1 JMJD6 CLK4
HuMAP2_05516,5,P19634 Q86SF2,SLC9A1 GALNT7
HuMAP2_05517,4,Q13296 Q99985 Q92854 O95672,SCGB2A2 SEMA3C SEMA4D ECEL1
HuMAP2_05518,3,Q8N0Y2 Q9NWS9 P57086 Q15697 Q8NF99,ZNF444 ZNF446 SCAND1 ZNF174 ZNF397
HuMAP2_05520,4,Q99666 O14524 P0DJD1 O60503 P29016 P61769,RGPD5;RGPD6 NEMP1 RGPD2 ADCY9 CD1B B2M
HuMAP2_05521,4,O94830 Q9UQC2 P49221,DDHD2 GAB2 TGM4
HuMAP2_05522,5,O43827 Q9NTX9 O75173 Q01664 P50542 Q9Y3R4,ANGPTL7 FAM217B ADAMTS4 TFAP4 PEX5 NEU2
HuMAP2_05523,2,Q9P287 P56537,BCCIP EIF6
HuMAP2_05524,2,Q00796 P40925,SORD MDH1
HuMAP2_05525,5,Q8IUX4 Q96E39 Q49AM3 Q96AK3,APOBEC3F RBMXL1 TTC31 APOBEC3D
HuMAP2_05526,5,P60903 Q9HCC0 Q06830 Q96RQ3 Q96RP9,S100A10 MCCC2 PRDX1 MCCC1 GFM1
HuMAP2_05527,2,Q9UKK6 Q9UBU9,NXT1 NXF1
HuMAP2_05528,3,P62942 P37802 Q9UI15 P55854 P05413 Q01995 P00441,FKBP1A TAGLN2 TAGLN3 SUMO3 FABP3 TAGLN SOD1
HuMAP2_05529,2,Q13131 P54646 P54619,PRKAA1 PRKAA2 PRKAG1
HuMAP2_05530,3,Q8WUD4 Q96NB3 Q9BZJ0 Q9P013 O75934 O43660 P41223 O60508 Q9HCS7 Q9ULR0 Q13573 Q9UNP9 O95926 Q96DF8 O60306,CCDC12 ZNF830 CRNKL1 CWC15 BCAS2 PLRG1 BUD31 CDC40 XAB2 ISY1 SNW1 PPIE SYF2 ESS2 AQR
HuMAP2_05531,4,Q9UI38 Q8IUF1 Q9H4B7 Q6FHJ7 E5RG02,PRSS50 ZNG1B TUBB1 SFRP4 PRSS46P
HuMAP2_05532,3,P13535 Q04726 P12882 Q9UKX2,MYH8 TLE3 MYH1 MYH2
HuMAP2_05533,5,P25067 P20908 P02458,COL8A2 COL5A1 COL2A1
HuMAP2_05534,3,Q14166 Q9BVG4,TTLL12 PBDC1
HuMAP2_05535,4,Q8TCS8 Q969Z0,PNPT1 TBRG4
HuMAP2_05536,2,Q92609 Q4G0F5 O75436 Q9UBQ0 Q96QK1,TBC1D5 VPS26B VPS26A VPS29 VPS35
HuMAP2_05537,5,Q86T26 Q9NVC3 Q9H6R6 Q9BZ11 Q9C0I9 Q14773 Q53F39 P09601,TMPRSS11B SLC38A7 ZDHHC6 ADAM33 LRRC27 ICAM4 MPPE1 HMOX1
HuMAP2_05538,3,O15439 Q6ZV89 Q5T2W1 O94915,ABCC4 SH2D5 PDZK1 FRYL
HuMAP2_05539,5,P25686 Q8NHS0 Q9NVW2,DNAJB2 DNAJB8 RLIM
HuMAP2_05540,5,Q13133 O60658,NR1H3 PDE8A
HuMAP2_05541,5,Q9Y6Z7 P40259 Q9Y263 P21359,COLEC10 CD79B PLAA NF1
HuMAP2_05542,3,Q9BQG0 Q9NR30,MYBBP1A DDX21
HuMAP2_05543,4,O95819 Q9Y3L5,MAP4K4 RAP2C
HuMAP2_05544,3,P52948 P78406,NUP98 RAE1
HuMAP2_05545,5,Q0D2K3 P57055 Q5TAB7 Q14324 Q96A32 Q9UMR3 P52179 Q04725 Q08117 Q04726 Q04727 Q04724,RIPPLY1 RIPPLY3 RIPPLY2 MYBPC2 MYL11 TBX20 MYOM1 TLE2 TLE5 TLE3 TLE4 TLE1
HuMAP2_05546,5,Q9H329 Q96NA8 Q9NVR0 Q9ULJ3 Q96JP5 O14958 Q8N3Y1 Q969K4 Q9Y576 Q9UER7,EPB41L4B TSNARE1 KLHL11 ZBTB21 ZFP91 CASQ2 FBXW8 ABTB1 ASB1 DAXX
HuMAP2_05547,4,Q96ER9 Q8N6Y1 P27930 Q5VVQ6 P14923,CCDC51 PCDH20 IL1R2 YOD1 JUP
HuMAP2_05548,5,Q9P2K6 Q8NC69 P61081 Q13564 Q8TBC4,KLHL42 KCTD6 UBE2M NAE1 UBA3
HuMAP2_05549,4,Q8N6G5 Q6UXY1 Q8IWR1 Q9GZU1 Q5VSG8,CSGALNACT2 BAIAP2L2 TRIM59 MCOLN1 MANEAL
HuMAP2_05550,3,P41227 Q9BXJ9 Q9NX55,NAA10 NAA15 HYPK
HuMAP2_05551,5,Q6DT37 Q96KS9 Q9BWT7 Q9BZW7 Q7Z7A1,CDC42BPG FAM167A CARD10 TSGA10 CNTRL
HuMAP2_05552,3,Q13310 Q6PKG0,PABPC4 LARP1
HuMAP2_05553,4,O95870 Q15833 Q8IWZ3 P51172 O75558,ABHD16A STXBP2 ANKHD1 SCNN1D STX11
HuMAP2_05554,4,Q66K64 Q7L099 P37275,DCAF15 RUFY3 ZEB1
HuMAP2_05555,2,P24928 P52435 P19387 P30876,POLR2A POLR2J POLR2C POLR2B
HuMAP2_05556,4,Q99457 Q14978 Q8IZU1 Q92541,NAP1L3 NOLC1 FAM9A RTF1
HuMAP2_05557,5,Q6DCA0 P53609 Q9UPN3 Q9NQ87 P49354,AMMECR1L PGGT1B MACF1 HEYL FNTA
HuMAP2_05558,5,B7ZAP0 Q13425 Q5TGL8,RABGAP1L SNTB2 PXDC1
HuMAP2_05559,2,P11940 Q13310 Q9H074,PABPC1 PABPC4 PAIP1
HuMAP2_05560,3,Q8WYP5 Q8WUM0,AHCTF1 NUP133
HuMAP2_05561,3,Q9BRT2 Q9NVA1,UQCC2 UQCC1
HuMAP2_05562,3,Q5VWX1 O75525,KHDRBS2 KHDRBS3
HuMAP2_05563,4,Q9BQG2 Q9HCD5 Q8N653 O60938 A3KMH1,NUDT12 NCOA5 LZTR1 KERA VWA8
HuMAP2_05564,5,Q99715 Q05707 P02462 P01033 P14780 P08253,COL12A1 COL14A1 COL4A1 TIMP1 MMP9 MMP2
HuMAP2_05565,2,Q5VU92 Q5VW00,DCAF12L1 DCAF12L2
HuMAP2_05566,4,Q9Y4P8 Q9H6U6 Q96GX5 Q9BSU1,WIPI2 BCAS3 MASTL PHAF1
HuMAP2_05567,4,P28908 Q86XR8,TNFRSF8 CEP57
HuMAP2_05568,5,P49189 Q8WVV9 Q92747 Q9P1U1 P61764 Q9BPX5 O15143 Q8WUH1 Q86WR0 Q96AC1 P61158 Q9BWH6 P59998 O15144 O15018 O15511 Q9H6T0 P53671 P61160 Q9BYW2 Q96C19 O15145 Q96N67 Q06203 Q9Y2L1 Q9BQC3 O15119 O77932,ALDH9A1 HNRNPLL ARPC1A ACTR3B STXBP1 ARPC5L ARPC1B CHURC1 CCDC25 FERMT2 ACTR3 RPAP1 ARPC4 ARPC2 PDZD2 ARPC5 ESRP2 LIMK2 ACTR2 SETD2 EFHD2 ARPC3 DOCK7 PPAT DIS3 DPH2 TBX3 DXO
HuMAP2_05569,4,P29508 P11234 P29144 Q7L591 Q9P2M7,SERPINB3 RALB TPP2 DOK3 CGN
HuMAP2_05570,5,P51149 P51148 P20339 A8MTJ3 P61224 P61020 Q9ULW0 P43308 P04843,RAB7A RAB5C RAB5A GNAT3 RAP1B RAB5B TPX2 SSR2 RPN1
