HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_01146,3,Q9H7D0 Q96JJ3 Q92556 Q8IZD9 Q8N1I0 Q14185,DOCK5 ELMO2 ELMO1 DOCK3 DOCK4 DOCK1
HuMAP2_01147,2,P20700 Q03252 P02545,LMNB1 LMNB2 LMNA
HuMAP2_01148,4,Q9GZN7 Q8TDJ6,ROGDI DMXL2
HuMAP2_01149,2,O00409 Q9UIJ7,FOXN3 AK3
HuMAP2_01150,4,Q5JSJ4 Q05048 P33240,INTS6L CSTF1 CSTF2
HuMAP2_01151,4,Q9NPJ3 Q9NRW7 O14662,ACOT13 VPS45 STX16
HuMAP2_01152,2,P30101 P26440,PDIA3 IVD
HuMAP2_01153,5,P50579 P20042 O75794 P41091 Q00G26 Q9BRP8,METAP2 EIF2S2 CDC123 EIF2S3 PLIN5 PYM1
HuMAP2_01154,5,Q96LR5 Q9Y4E8,UBE2E2 USP15
HuMAP2_01155,3,Q96JN8 O95714 Q9UJU6,NEURL4 HERC2 DBNL
HuMAP2_01156,4,P46779 P16403 P16402 P16104,RPL28 H1-2 H1-3 H2AX
HuMAP2_01157,5,Q5I0X4 P01566 P05015 Q92968 P09110 O14832 O00628,C6orf226 IFNA10 IFNA16 PEX13 ACAA1 PHYH PEX7
HuMAP2_01158,2,P31994 P31995 P12318,FCGR2B FCGR2C FCGR2A
HuMAP2_01159,4,Q9UG63 Q99873,ABCF2 PRMT1
HuMAP2_01160,5,Q6IA69 Q8WVL7 Q9UIM3 Q9BQE6,NADSYN1 ANKRD49 FKBPL LBHD1
HuMAP2_01161,5,Q6UWE0 Q96FV0 Q86VP3 Q8N3E9 Q9UIU6,LRSAM1 LRRC46 PACS2 PLCD3 SIX4
HuMAP2_01162,5,Q6PEW1 Q86V59 Q8ND90 Q96BY2,ZCCHC12 PNMA8A PNMA1 MOAP1
HuMAP2_01163,5,Q9Y3I0 P22102 Q92499,RTCB GART DDX1
HuMAP2_01164,3,Q5SSJ5 Q4G0J3 Q9NPE3 O60832 Q6PI26 Q99575 Q9NY12 P49711 Q96HR8,HP1BP3 LARP7 NOP10 DKC1 SHQ1 POP1 GAR1 CTCF NAF1
HuMAP2_01165,3,Q9Y5K8 Q6FI81 O76003 Q9UHB4,ATP6V1D CIAPIN1 GLRX3 NDOR1
HuMAP2_01166,4,Q8WVD3 Q9H341 Q9UJ04 Q96NT1 Q9BRP1,RNF138 OR51M1 TSPYL4 NAP1L5 PDCD2L
HuMAP2_01167,3,Q13485 Q969G2,SMAD4 LHX4
HuMAP2_01168,4,Q96EK6 Q9BZE9 Q9UNZ2 Q96C11 Q969W3,GNPNAT1 ASPSCR1 NSFL1C FGGY VCF1
HuMAP2_01169,4,Q8IZF4 Q9NQ34 P51795 P51790,ADGRG5 TMEM9B CLCN5 CLCN3
HuMAP2_01170,5,Q15012 Q13705 Q16602 Q96GQ5 P80370 Q9NRP0,LAPTM4A ACVR2B CALCRL RUSF1 DLK1 OSTC
HuMAP2_01171,3,Q9Y2J4 Q9NUP9 Q8N3R9 Q9HAP6 Q9BUF7 O75970 Q8NI35,AMOTL2 LIN7C PALS1 LIN7B CRB3 MPDZ PATJ
HuMAP2_01172,5,Q92833 Q6ZN18 Q5T6S3 Q15022 Q92800 Q15910 A6NHQ4 Q9Y483 O75530,JARID2 AEBP2 PHF19 SUZ12 EZH1 EZH2 EPOP MTF2 EED
HuMAP2_01173,4,Q13352 Q96BT3 Q9BS16 Q96H22 Q9BU64 Q92674 Q6IPU0 Q9H3R5 Q71F23 Q7L2Z9,ITGB3BP CENPT CENPK CENPN CENPO CENPI CENPP CENPH CENPU CENPQ
HuMAP2_01174,2,Q12872 Q9Y6A4,SFSWAP CFAP20
HuMAP2_01175,4,Q86XI6 O95685,PPP1R3B PPP1R3D
HuMAP2_01176,4,P30038 Q9H2A2 P30837 Q02252 P17931 O95372 P34897 O43175 P05091 P40925 P61960 P42785 P80404 P12955 P04181 P10253 P23368 P48163,ALDH4A1 ALDH8A1 ALDH1B1 ALDH6A1 LGALS3 LYPLA2 SHMT2 PHGDH ALDH2 MDH1 UFM1 PRCP ABAT PEPD OAT GAA ME2 ME1
HuMAP2_01177,5,P49642 P49643 O75717 P09884 Q14181 Q07864,PRIM1 PRIM2 WDHD1 POLA1 POLA2 POLE
HuMAP2_01178,4,Q8WVJ9 Q7RTU0 P15884 P47928 Q02535,TWIST2 TCF24 TCF4 ID4 ID3
HuMAP2_01179,2,Q99816 Q9H9H4 A5D8V6 Q96EY5,TSG101 VPS37B VPS37C MVB12A
HuMAP2_01180,5,P09455 Q14353,RBP1 GAMT
HuMAP2_01181,4,A6NMK7 P51959,CPSF4L CCNG1
HuMAP2_01182,2,Q5JSZ5 B5ME19 O75821 P55884 Q7L2H7 O00303 O15372 Q13347 P60228 O15371 Q99613 Q9UBQ5 Q14152 Q9Y262,PRRC2B EIF3CL EIF3G EIF3B EIF3M EIF3F EIF3H EIF3I EIF3E EIF3D EIF3C EIF3K EIF3A EIF3L
HuMAP2_01183,4,Q8WVS4 Q8WW35 Q5VST6 Q9NP97 Q96EX3 Q96GS6 P63172 Q96JQ2,DYNC2I1 DYNLT2B ABHD17B DYNLRB1 DYNC2I2 ABHD17A DYNLT1 CLMN
HuMAP2_01184,4,Q86XK2 Q8N228,FBXO11 SCML4
HuMAP2_01185,4,Q8N5A5 O76090,ZGPAT BEST1
HuMAP2_01186,5,Q9Y519 P0C7T5 Q8N2M8 Q8TAD8 Q9NYS7 P00797,TMEM184B ATXN1L CLASRP SNIP1 WSB2 REN
HuMAP2_01187,4,O00461 O60282 O95159 Q8N205 O60353,GOLIM4 KIF5C ZFPL1 SYNE4 FZD6
HuMAP2_01188,4,P29803 Q16654 Q15120 Q15118 Q15119,PDHA2 PDK4 PDK3 PDK1 PDK2
HuMAP2_01189,3,Q8TCZ2 Q14669 P04632 Q96L46 P07384 P20810,CD99L2 TRIP12 CAPNS1 CAPNS2 CAPN1 CAST
HuMAP2_01190,2,Q9BS18 Q96DE5 Q9UM13 Q9UJX6 Q9UJX5 Q9H1A4 Q9UJX3 Q9UJX4 P30260 Q9UJX2 Q13042 Q8NHZ8 Q9UM11,ANAPC13 ANAPC16 ANAPC10 ANAPC2 ANAPC4 ANAPC1 ANAPC7 ANAPC5 CDC27 CDC23 CDC16 CDC26 FZR1
HuMAP2_01191,4,O43896 O60333,KIF1C KIF1B
HuMAP2_01192,4,Q9Y5H2 Q3MIR4 Q8TDY8 O43556 O43570,PCDHGA11 TMEM30B IGDCC4 SGCE CA12
HuMAP2_01193,5,Q9P270 Q96G28 Q14008 O95359 P36404,SLAIN2 CFAP36 CKAP5 TACC2 ARL2
HuMAP2_01194,4,P33261 P33260 Q9NX78 P11712,CYP2C19 CYP2C18 TMEM260 CYP2C9
HuMAP2_01195,4,Q9C0C2 Q9HC44 Q9UKZ1 Q96LI5 Q9H9A5 P60321 Q9ULM6 A5YKK6 Q9NZN8 Q8N443 Q9UIV1 Q92600 Q9UFF9 O75175 Q14106 Q14192 Q14201 P50616 Q5W0B1,TNKS1BP1 GPBP1L1 CNOT11 CNOT6L CNOT10 NANOS2 CNOT6 CNOT1 CNOT2 RIBC1 CNOT7 CNOT9 CNOT8 CNOT3 TOB2 FHL2 BTG3 TOB1 OBI1
HuMAP2_01196,3,Q15042 Q9H2M9 Q8IXJ6,RAB3GAP1 RAB3GAP2 SIRT2
HuMAP2_01197,2,P31937 P09417,HIBADH QDPR
HuMAP2_01198,4,P55273 P42772 Q00534,CDKN2D CDKN2B CDK6
HuMAP2_01199,4,O75635 Q8WXA3 Q96T51,SERPINB7 RUFY2 RUFY1
HuMAP2_01201,5,P37173 P27037 Q13705 P36894 Q7Z4F1 Q9NZ56,TGFBR2 ACVR2A ACVR2B BMPR1A LRP10 FMN2
HuMAP2_01202,5,Q8IVF4 Q14508 Q14554 Q562E7 A4D1P6,DNAH10 WFDC2 PDIA5 WDR81 WDR91
HuMAP2_01203,2,Q8N752 A1A519 P48729,CSNK1A1L FAM170A CSNK1A1
HuMAP2_01204,4,Q969T4 P61077 Q96LR5 Q9Y2X8 Q96BH1 Q9Y4E8,UBE2E3 UBE2D3 UBE2E2 UBE2D4 RNF25 USP15
HuMAP2_01205,5,P62253 Q99551 Q53FA7 P53041 O75828 Q9NVS9 P22681,UBE2G1 MTERF1 TP53I3 PPP5C CBR3 PNPO CBL
HuMAP2_01206,4,Q6ZVM7 P40123 P53396,TOM1L2 CAP2 ACLY
HuMAP2_01207,4,Q5VX52 Q6P3W7 Q9Y3S1,SPATA1 SCYL2 WNK2
HuMAP2_01208,3,Q9HC38 Q6UXN9,GLOD4 WDR82
HuMAP2_01209,4,Q5I0X4 Q92968 P09110 O14832 O00628,C6orf226 PEX13 ACAA1 PHYH PEX7
HuMAP2_01210,3,Q86YW9 Q71F56 Q9Y2X0 Q93074 Q9P086 Q9BUE0 Q15528 Q9NX70 Q9Y3C7 Q9ULK4 Q13503 Q71SY5 Q9BTT4 A0JLT2 O60244 O75448 O95402 Q9NVC6 Q9H204 Q9H944 Q9UHV7 Q96HR3 Q96RN5 Q6P2C8 Q15648 Q9NWA0 Q9NPJ6 O43513 P24863 P49336 O75586 Q96G25,MED12L MED13L MED16 MED12 MED11 MED18 MED22 MED29 MED31 MED23 MED21 MED25 MED10 MED19 MED14 MED24 MED26 MED17 MED28 MED20 MED13 MED30 MED15 MED27 MED1 MED9 MED4 MED7 CCNC CDK8 MED6 MED8
HuMAP2_01211,5,P22676 P42262 P32004 P84074,CALB2 GRIA2 L1CAM HPCA
HuMAP2_01212,5,Q9H0C2 Q5T5D7 O14983 Q9C099,SLC25A31 ZNF684 ATP2A1 LRRCC1
HuMAP2_01213,4,Q99619 Q9H4P4 Q99614,SPSB2 RNF41 TTC1
HuMAP2_01214,4,Q5JX71 Q8TF42 Q96PM5,FAM209A UBASH3B RCHY1
HuMAP2_01215,1,Q13813 Q01082,SPTAN1 SPTBN1
HuMAP2_01216,5,Q9Y2K7 Q6NT52 A6NKQ9 Q6DKJ4,KDM2A CGB2 CGB1 NXN
HuMAP2_01217,2,Q8N960 Q14774,CEP120 HLX
HuMAP2_01218,5,Q96B45 Q969J3 Q5T0J7,BORCS7 BORCS5 TEX35
HuMAP2_01219,1,Q15562 Q15561,TEAD2 TEAD4
HuMAP2_01220,4,Q9Y519 Q8TAD8 Q9NYS7 P00797,TMEM184B SNIP1 WSB2 REN
HuMAP2_01221,3,Q99666 P43487 A6NKT7 P63165 P18754,RGPD5;RGPD6 RANBP1 RGPD3 SUMO1 RCC1
HuMAP2_01222,4,Q86X67 Q2TB90 P19367 P52790 P52789,NUDT13 HKDC1 HK1 HK3 HK2
HuMAP2_01223,5,Q8N567 O43167 Q96ME7 Q9Y5J1,ZCCHC9 ZBTB24 ZNF512 UTP18
HuMAP2_01224,4,Q9P2B4 Q9NVK5 Q5VSL9 Q9BRV8 Q14BN4 Q9NRL3 Q13033 Q9Y3A3 O43815,CTTNBP2NL FGFR1OP2 STRIP1 SIKE1 SLMAP STRN4 STRN3 MOB4 STRN
HuMAP2_01225,3,P09884 Q14181 Q07864,POLA1 POLA2 POLE
HuMAP2_01226,4,Q3SY00 Q6N069 Q9BSU3 P41227 Q9BXJ9 Q9GZZ1 Q8WYP3 P55145 Q9NX55,TSGA10IP NAA16 NAA11 NAA10 NAA15 NAA50 RIN2 MANF HYPK
HuMAP2_01227,2,Q66K64 P37275,DCAF15 ZEB1
HuMAP2_01228,2,P30048 Q06830 P32119,PRDX3 PRDX1 PRDX2
HuMAP2_01229,3,Q9HBG6 Q7Z4L5 Q96RY7 O75386 Q8NEZ3 Q9P2L0 Q86VG3 Q96FT9,IFT122 TTC21B IFT140 TULP3 WDR19 WDR35 IFTAP IFT43
HuMAP2_01230,4,Q9Y2B0 P51116 P23434,CNPY2 FXR2 GCSH
HuMAP2_01231,2,A2RU30 Q14643 Q14573 Q14571 Q9UMX3,TESPA1 ITPR1 ITPR3 ITPR2 BOK
HuMAP2_01232,5,Q9Y2V2 Q9H7P6 Q16658 P52943 P36551 P35270 P14618,CARHSP1 MVB12B FSCN1 CRIP2 CPOX SPR PKM
HuMAP2_01233,2,Q86YV6 Q58FF7,MYLK4 HSP90AB3P
HuMAP2_01234,2,Q8IZD4 P26196,DCP1B DDX6
HuMAP2_01235,5,Q96NX5 Q8NCP5 Q66GS9 Q2TAL8 Q9P2S5 Q9UJP4,CAMK1G ZBTB44 CEP135 QRICH1 WRAP73 KLHL21
HuMAP2_01236,3,Q7RTN6 Q9H9S4,STRADA CAB39L
HuMAP2_01237,5,Q9H244 Q5SRH9 Q8TBA6 Q9C0H2,P2RY12 TTC39A GOLGA5 TTYH3
HuMAP2_01238,2,P46734 P52564,MAP2K3 MAP2K6
HuMAP2_01239,5,Q9BYG4 Q9H4E5,PARD6G RHOJ
HuMAP2_01240,5,P84243 O95147 Q9NX31 Q8IV20 Q9Y446 Q562F6 Q04941 Q5TEC6,H3-3A;H3-3B DUSP14 OSER1 LACC1 PKP3 SGO2 PLP2 H3-2
HuMAP2_01241,2,Q9UN67 Q9NRJ7 Q9Y5E3,PCDHB10 PCDHB16 PCDHB6
HuMAP2_01242,3,Q92932 Q13093 Q16849,PTPRN2 PLA2G7 PTPRN
HuMAP2_01243,5,Q9H4M3 O95104 Q9NVU7 Q9NYV4 Q14004 O75909,FBXO44 SCAF4 SDAD1 CDK12 CDK13 CCNK
HuMAP2_01244,4,Q76B58 Q9P246,BRINP3 STIM2
HuMAP2_01245,4,Q9H582 Q96JM2 Q96GT9 Q9H9B1 Q8WTP9 Q96KQ7 O95785,ZNF644 ZNF462 XAGE2 EHMT1 XAGE3 EHMT2 WIZ
HuMAP2_01246,4,O43324 P14868 Q15046 P47897 Q12904 O00560 P56192 P41252 P07814 Q9P2J5 Q13155 P54136 SPECIAL_unaccounted_gene,EEF1E1 DARS1 KARS1 QARS1 AIMP1 SDCBP MARS1 IARS1 EPRS1 LARS1 AIMP2 RARS1 QARS
HuMAP2_01247,4,Q96BN6 Q96NH3 Q9Y6A4 Q12872 Q7Z6M1,FAM149B1 TBC1D32 CFAP20 SFSWAP RABEPK
HuMAP2_01248,3,Q9UH62 O60518,ARMCX3 RANBP6
HuMAP2_01249,5,Q8N9M1 Q9BY77 O75152 Q96QD9 Q13838 P50995 Q6ZUT6 Q9H8G2 Q96EV2 Q53F19 Q13769 Q9UI46 Q6I9Y2 Q9Y3Y2 P82979 Q86W42 Q96J01 Q8NI27 Q96FV9,C19orf47 POLDIP3 ZC3H11A FYTTD1 DDX39B ANXA11 CCDC9B CAAP1 RBM33 NCBP3 THOC5 DNAI1 THOC7 CHTOP SARNP THOC6 THOC3 THOC2 THOC1
HuMAP2_01250,3,Q9Y608 P28289 Q9ULV0,LRRFIP2 TMOD1 MYO5B
HuMAP2_01251,4,P68400 P67870,CSNK2A1 CSNK2B
HuMAP2_01252,5,Q13017 Q9HAU4 Q8WWF3 Q9HCE7 Q99717 Q96GW9 Q15797,ARHGAP5 SMURF2 SSMEM1 SMURF1 SMAD5 MARS2 SMAD1
HuMAP2_01253,5,Q8IW36 Q6WRX3,ZNF695 ZYG11A
HuMAP2_01254,1,P55084 P40939,HADHB HADHA
HuMAP2_01255,5,Q5VX71 P49366,SUSD4 DHPS
HuMAP2_01256,4,Q9UGN5 Q8IW19 Q14527 Q5TEC6,PARP2 APLF HLTF H3-2
HuMAP2_01257,2,Q9C0C2 Q9UKZ1 Q96LI5 Q9H9A5 Q9NZN8 Q9UIV1 Q92600 Q9ULM6 Q9UFF9 A5YKK6 O75175,TNKS1BP1 CNOT11 CNOT6L CNOT10 CNOT2 CNOT7 CNOT9 CNOT6 CNOT8 CNOT1 CNOT3
HuMAP2_01258,4,Q9NPI6 Q12796 Q9Y4F3 Q8IZD4 Q6P2E9 P26196 Q96F86 Q8IU60,DCP1A PNRC1 MARF1 DCP1B EDC4 DDX6 EDC3 DCP2
HuMAP2_01259,1,O75815 P56945,BCAR3 BCAR1
HuMAP2_01260,4,P33897 Q9Y219 Q6EMK4,ABCD1 JAG2 VASN
HuMAP2_01261,4,Q9UMR7 Q9BWD1 P61970 O00170,CLEC4A ACAT2 NUTF2 AIP
HuMAP2_01262,1,P00326 P00325,ADH1C ADH1B
HuMAP2_01263,5,Q6UWL6 Q8N8R7 Q6VMQ6 Q15047 Q9NWR8 P40337 P01178 P01185,KIRREL2 ARL14EP ATF7IP SETDB1 MCUB VHL OXT AVP
HuMAP2_01264,5,O95819 Q9Y3L5 Q96P70,MAP4K4 RAP2C IPO9
HuMAP2_01265,2,O60749 Q9Y5X3,SNX2 SNX5
HuMAP2_01266,4,Q9UII2 P06576 P56381 P30049 P56385 P18859 P56134 Q5TC12 O75964 P48047 O75947 P24539 Q96G23,ATP5IF1 ATP5F1B ATP5F1E ATP5F1D ATP5ME ATP5PF ATP5MF ATPAF1 ATP5MG ATP5PO ATP5PD ATP5PB CERS2
HuMAP2_01267,4,Q15173 Q13362 Q16537 Q15172 Q8N2R8 P56704 P56703,PPP2R5B PPP2R5C PPP2R5E PPP2R5A FAM43A WNT3A WNT3
HuMAP2_01268,2,Q6ZMI0 O95825,PPP1R21 CRYZL1
HuMAP2_01269,2,Q9H2D1 E9PL57,SLC25A32 NEDD8-MDP1
HuMAP2_01270,4,Q9Y487 Q8N8Y2 Q93050 P61421 Q15904 Q8N511 O75787 P27449 Q96NT0 Q13488 Q3ZAQ7,ATP6V0A2 ATP6V0D2 ATP6V0A1 ATP6V0D1 ATP6AP1 TMEM199 ATP6AP2 ATP6V0C CCDC115 TCIRG1 VMA21
HuMAP2_01271,2,P63162 P62306 A8MWD9,SNRPN SNRPF SNRPGP15
HuMAP2_01272,5,P31943 O43247 Q9H6S3 O75131 Q86X55 Q7Z7K0,HNRNPH1 CIMIP4 EPS8L2 CPNE3 CARM1 CMC1
HuMAP2_01273,2,Q495M9 Q9Y6N9,USH1G USH1C
HuMAP2_01274,5,Q9UQN3 O43633 Q9BWS9,CHMP2B CHMP2A CHID1
HuMAP2_01275,3,Q14494 Q9BYV9 Q6ICC9 Q9ULX9,NFE2L1 BACH2 RTL6 MAFF
HuMAP2_01276,4,Q13625 Q8NHQ8 Q9UID6 Q9BYG5 Q96NE9 P41743 Q8TEW0,TP53BP2 RASSF8 ZNF639 PARD6B FRMD6 PRKCI PARD3
HuMAP2_01277,2,O75400 P49756,PRPF40A RBM25
HuMAP2_01278,2,Q9Y5J3 Q9UBP5,HEY1 HEY2
HuMAP2_01279,4,Q53TQ3 Q8NBZ0 Q9ULG1 Q6P4R8 Q9H9F9 Q9H981,INO80D INO80E INO80 NFRKB ACTR5 ACTR8
HuMAP2_01280,2,Q9C0K7 Q9H9S4 Q9Y376,STRADB CAB39L CAB39
HuMAP2_01281,5,Q8WVE0 O75525 Q05639 O95156,EEF1AKMT1 KHDRBS3 EEF1A2 NXPH2
HuMAP2_01282,5,Q9GZP4 Q6UX04 Q01658 Q13123,PITHD1 CWC27 DR1 IK
HuMAP2_01283,3,Q6UXS9 Q9UBF8 P29466,CASP12 PI4KB CASP1
HuMAP2_01284,5,Q9P0T4 Q96C55 Q9H2P0 Q8IV63 Q02446,ZNF581 ZNF524 ADNP VRK3 SP4
HuMAP2_01285,4,P49790 P52294 Q69YH5 Q9UKX7 O60684 P52948 Q14974 P52292,NUP153 KPNA1 CDCA2 NUP50 KPNA6 NUP98 KPNB1 KPNA2
HuMAP2_01287,5,Q9ULJ7 Q9NXF7 Q96IQ9 Q9UNK9 P78316 O94953 Q9BVI4 O75164,ANKRD50 DCAF16 ZNF414 ANGEL1 NOP14 KDM4B NOC4L KDM4A
HuMAP2_01288,4,P13667 P51687 P47989,PDIA4 SUOX XDH
HuMAP2_01289,5,Q8WTR2 P13196,DUSP19 ALAS1
HuMAP2_01290,3,Q9GZZ9 P61960 P07954,UBA5 UFM1 FH
HuMAP2_01291,5,Q641Q3 Q96S86 Q9UJH8 Q08397 Q8WUX2 P22352 P01023 P20742,METRNL HAPLN3 METRN LOXL1 CHAC2 GPX3 A2M PZP
HuMAP2_01292,4,Q5W0Q7 Q03111 P42568 P51825 Q9Y2F5 Q8N9U0 O00472 Q9UHB7 Q96JC9 Q9HB65 Q96CJ1 P55199,USPL1 MLLT1 MLLT3 AFF1 ICE1 TC2N ELL2 AFF4 EAF1 ELL3 EAF2 ELL
HuMAP2_01293,5,O75140 Q12980 Q8WTW4 Q1RMZ1 Q5T011,DEPDC5 NPRL3 NPRL2 BMT2 SZT2
HuMAP2_01294,5,Q99941 Q9BXT5,ATF6B TEX15
HuMAP2_01295,1,Q86W42 Q8NI27 Q96FV9 Q6I9Y2 Q13769,THOC6 THOC2 THOC1 THOC7 THOC5
HuMAP2_01296,5,Q8IYX3 O43252 O95340,CCDC116 PAPSS1 PAPSS2
HuMAP2_01297,5,Q96A19 Q0VGL1 Q9NQS7 Q9UQB9 Q96GD4 Q53HL2 O15392,CCDC102A LAMTOR4 INCENP AURKC AURKB CDCA8 BIRC5
HuMAP2_01298,5,Q8N5S1 Q96AG4 P42566 Q0JRZ9 O14526 P98082 Q9NWV4 Q00610,SLC25A41 LRRC59 EPS15 FCHO2 FCHO1 DAB2 CZIB CLTC
HuMAP2_01299,5,P57081 Q6V1X1,WDR4 DPP8
HuMAP2_01300,4,Q99729 Q8NFI3 Q14696,HNRNPAB ENGASE MESD
HuMAP2_01301,4,Q9NUJ3 Q9BVA1 P04350 Q13885 P68366 Q13509 P07437 Q9BTW9 P27708,TCP11L1 TUBB2B TUBB4A TUBB2A TUBA4A TUBB3 TUBB TBCD CAD
HuMAP2_01302,2,P22626 P51991,HNRNPA2B1 HNRNPA3
HuMAP2_01303,4,Q9Y4E5 Q96DT7 Q9NR55 Q9BYV9 Q6ICC9 Q9ULX9,ZNF451 ZBTB10 BATF3 BACH2 RTL6 MAFF
HuMAP2_01304,3,Q9UNH7 O60749 Q9Y5X3,SNX6 SNX2 SNX5
HuMAP2_01305,4,Q9BTP7 A8MT69,FAAP24 CENPX
HuMAP2_01306,2,Q71SY5 Q9ULK4 O75448,MED25 MED23 MED24
HuMAP2_01307,4,Q9Y608 Q86VI3 Q92614 O14950 Q7Z406 P60660,LRRFIP2 IQGAP3 MYO18A MYL12B MYH14 MYL6
HuMAP2_01308,2,Q9H082 P20337 P20336,RAB33B RAB3B RAB3A
HuMAP2_01309,5,Q96BQ5 Q6P996 Q9Y512 Q96LW7 Q9BRQ6 Q9NX63 Q9Y6A1 Q9BZW8 Q5HYI7 Q16891 O75431,CCDC127 PDXDC1 SAMM50 CARD19 CHCHD6 CHCHD3 POMT1 CD244 MTX3 IMMT MTX2
HuMAP2_01310,2,O95619 Q9Y265 Q9Y230 Q53TQ3 Q6PI98 Q9C086 O43257 Q9NPF5 Q15906 Q9H9F9 Q9BVM2,YEATS4 RUVBL1 RUVBL2 INO80D INO80C INO80B ZNHIT1 DMAP1 VPS72 ACTR5 DPCD
HuMAP2_01311,5,Q9HD34 Q9Y697 Q96SL4 Q49AH0,LYRM4 NFS1 GPX7 CDNF
HuMAP2_01312,3,Q15056 P23381,EIF4H WARS1
HuMAP2_01313,4,Q52LJ0 Q7Z2Z2,FAM98B EFL1
HuMAP2_01314,5,Q96ND0 Q08708,FAM210A CD300C
HuMAP2_01315,4,Q96PU5 Q96G27,NEDD4L WBP1
HuMAP2_01316,5,Q3KQZ1 Q6JQN1 Q99677,SLC25A35 ACAD10 LPAR4
HuMAP2_01317,4,Q96L46 Q8IVB5,CAPNS2 LIX1L
HuMAP2_01318,2,Q9UKD2 Q9Y3B9 Q9Y221 P46087,MRTO4 RRP15 NIP7 NOP2
HuMAP2_01319,4,P50452 P35237 P50453 Q9UMR7 Q16773 O95394,SERPINB8 SERPINB6 SERPINB9 CLEC4A KYAT1 PGM3
HuMAP2_01320,4,Q86UQ0 Q04721 Q14587 Q92585 Q06330,ZNF589 NOTCH2 ZNF268 MAML1 RBPJ
HuMAP2_01321,4,P50454 Q9P246 P21291 Q92945 P35914,SERPINH1 STIM2 CSRP1 KHSRP HMGCL
HuMAP2_01322,5,A1L157 Q9BSJ8 Q13683 P23229,TSPAN11 ESYT1 ITGA7 ITGA6
HuMAP2_01323,2,Q99719 Q92599,SEPTIN5 SEPTIN8
HuMAP2_01324,5,P42704 O60716 Q9GZT3 Q9H9B4 Q92616 P12830,LRPPRC CTNND1 SLIRP SFXN1 GCN1 CDH1
HuMAP2_01325,4,P56211 P62942,ARPP19 FKBP1A
HuMAP2_01326,3,Q15777 P10588,MPPED2 NR2F6
HuMAP2_01327,5,Q6ZMK1 Q8NHS0 Q9Y4L5 P25686 P0DMV9 Q9NVW2 Q66K79,SPECIALin_UniProt_but_no_gene DNAJB8 RNF115 DNAJB2 HSPA1B RLIM CPZ
HuMAP2_01328,4,P27695 Q2TAY7 Q13123,APEX1 SMU1 IK
HuMAP2_01329,4,Q6P1K8 Q03393 SPECIAL_unaccounted_gene,GTF2H2C;GTF2H2C_2 PTS GTF2H2C
HuMAP2_01330,4,Q9UIV8 Q96PL5 Q9NW68 Q01973,SERPINB13 ERMAP BSDC1 ROR1
HuMAP2_01331,4,Q96EK9 P78417 Q8NHP8 Q4VC31,KTI12 GSTO1 PLBD2 MIX23
HuMAP2_01332,5,A4D2B0 Q75WM6,MBLAC1 H1-7
HuMAP2_01333,4,P0C7T5 Q8N2M8,ATXN1L CLASRP
HuMAP2_01334,5,P22001 P17658 P22460 Q9UPQ8,KCNA3 KCNA6 KCNA5 DOLK
HuMAP2_01335,2,Q8TD55 Q9Y6A5,PLEKHO2 TACC3
HuMAP2_01336,5,Q9NYB0 Q9H816 Q9BWC9 Q96BK5 Q15554 P49703 P54274 Q9BSI4 Q9NUX5 Q96AP0,TERF2IP DCLRE1B CCDC106 PINX1 TERF2 ARL4D TERF1 TINF2 POT1 ACD
HuMAP2_01337,5,P49459 P19174 Q7Z3J3 O60496,UBE2A PLCG1 RGPD4 DOK2
HuMAP2_01338,2,Q99575 Q13601,POP1 KRR1
HuMAP2_01339,4,Q2M1K9 Q96DA0,ZNF423 ZG16B
HuMAP2_01340,4,Q9UHB9 P61011 P09132,SRP68 SRP54 SRP19
HuMAP2_01342,2,Q9H7D0 Q9Y6X8,DOCK5 ZHX2
HuMAP2_01343,3,Q96B54 Q96JM3 Q7Z3K3,ZNF428 CHAMP1 POGZ
HuMAP2_01344,4,Q9GZL7 Q14137 P25440 O00541 P22492,WDR12 BOP1 BRD2 PES1 H1-6
HuMAP2_01345,4,Q8WYA6 Q8WUD4 O75934 Q96BP3,CTNNBL1 CCDC12 BCAS2 PPWD1
HuMAP2_01346,4,Q9UI42 Q9BS40,CPA4 LXN
HuMAP2_01347,4,Q02223 Q9NUU6 Q13395,TNFRSF17 OTULINL TARBP1
HuMAP2_01348,2,Q05D32 Q8N165 Q8TDR2,CTDSPL2 PDIK1L STK35
HuMAP2_01349,1,P41252 Q9P2J5 Q13155,IARS1 LARS1 AIMP2
HuMAP2_01350,4,Q9UKB1 P30305 Q01664,FBXW11 CDC25B TFAP4
HuMAP2_01351,5,P05111 P27797,INHA CALR
HuMAP2_01352,4,Q96GG9 Q00169 Q8NC69 P61081,DCUN1D1 PITPNA KCTD6 UBE2M
HuMAP2_01353,5,Q16563 P63027,SYPL1 VAMP2
HuMAP2_01354,3,Q5T0L3 P48730 Q14C86 P49674,SPATA46 CSNK1D GAPVD1 CSNK1E
HuMAP2_01355,4,Q9BV19 P23526,C1orf50 AHCY
HuMAP2_01356,4,Q03701 Q9Y3T9,CEBPZ NOC2L
HuMAP2_01357,2,Q2M329 Q9NYP9 O43482,CFAP184 MIS18A OIP5
